block,Total Employment
060376209041008,62
060376209041010,25
060376209041011,29
060376209041012,6
060376209041014,2
060376209041021,27
060376209041022,37
060376209041023,41
060376209041025,11
060376209041027,4
060376209041032,2
060376209041035,1
060376209041037,5
060376209041038,1
060376209041040,1
060376209041043,22
060376209041044,15
060376209041045,65
060376209041047,2
060376209042000,1
060376209042005,1
060376209042008,3
060376209042009,2
060376209042010,7
060376209042012,3
060376209042015,1
060376209042020,3
060376209043000,2
060376209043007,46
060376209043017,9
060376209043021,15
060376209044001,76
060376209044003,30
060376209044004,2
060376209044005,4
060376209044007,9
060376209044009,4
060376209044010,1
060376209044011,59
060376209044014,5
060376209044017,5
060376209044021,6
060376209044023,1
060376209044027,5
060376209044028,3
060376210011000,9
060376210011001,3
060376210011004,5
060376210011005,120
060376210011007,8
060376210011011,321
060376210011012,49
060376210011013,2
060376210011014,1
060376210011015,27
060376210011016,1
060376210011017,6
060376210011018,4
060376210011022,1
060376210011023,30
060376210011024,372
060376210011025,45
060376210011030,237
060376210011031,26
060376210011032,4
060376210011033,17
060376210012000,54
060376210012001,2
060376210012004,3
060376210012005,24
060376210012006,50
060376210012010,61
060376210012011,70
060376210012012,597
060376210012013,4
060376210012014,15
060376210012015,2
060376210012019,37
060376210012020,20
060376210021006,4
060376210021009,3
060376210021011,1
060376210021013,1
060376210021025,18
060376210021026,2
060376210021027,14
060376210021029,4
060376210021032,1
060376210021035,2
060376210021037,1
060376210021038,1
060376210021039,22
060376210021041,62
060376210021042,6
060376210041001,1
060376210041002,1
060376210041006,2
060376210041008,5
060376210041009,3
060376210041010,18
060376210041011,29
060376210041013,45
060376210041014,2
060376210041015,17
060376210041020,3
060376210041022,1
060376210041024,59
060376210041027,2
060376210042001,1
060376210042002,280
060376210042003,58
060376210042004,6
060376210042005,143
060376210042006,35
060376210042007,1
060376210042008,12
060376210042010,1
060376210042011,6
060376210042012,1
060376210042014,167
060376210042015,130
060376210042017,8
060376210042018,220
060376210042019,36
060376210042020,44
060376210042021,185
060376210043001,42
060376210043002,61
060376210043003,1
060376210043004,1
060376210043005,2
060376210043006,2
060376210043007,2
060376210043010,43
060376210043012,24
060376210043013,5
060376210043014,2
060376210043015,13
060376210043018,2
060376210044001,4
060376210044003,2
060376210044010,1
060376210044011,1
060376210044014,2
060376210044016,10
060376210045002,4
060376210045003,3
060376210045009,2
060376210045010,2
060376210045011,1
060376210045012,1
060376210045014,1
060376210045020,1
060376211021000,46
060376211021002,205
060376211021004,1
060376211021005,1
060376211021006,2
060376211021007,75
060376211021008,151
060376211021010,12
060376211021012,1
060376211021013,22
060376211021015,4
060376211021016,1
060376211021017,22
060376211022000,2
060376211022001,18
060376211022002,31
060376211022003,7
060376211022005,2
060376211022006,1
060376211022007,5
060376211022009,3
060376211022010,8
060376211022011,2
060376211022012,3
060376211022013,44
060376211022014,8
060376211022015,9
060376211022022,26
060376211022023,9
060376211022024,2
060376211041000,45
060376211041007,10
060376211041008,8
060376211041009,19
060376211041011,41
060376211041012,5
060376211041013,65
060376211041014,32
060376211041015,28
060376211041016,53
060376211041017,26
060376211041018,210
060376211041019,162
060376211041020,59
060376211042000,34
060376211042001,53
060376211042002,12
060376211042003,179
060376211042004,212
060376211042005,64
060376211042006,7
060376211042007,11
060376211042008,10
060376211042009,1
060376211042010,99
060376211042012,2
060376211042015,2
060376211042016,19
060376211042021,18
060376211042022,21
060376211043000,2
060376211043001,2
060376211043002,1
060376211043003,4
060376211043007,2
060376211043010,23
060376211043011,4
060376211043015,1
060376211043016,46
060376211043020,5
060376211043021,17
060376211043022,6
060376211044000,148
060376211044001,9
060376211044002,48
060376211044003,153
060376211044004,10
060376211044007,9
060376211044008,26
060376211044009,5
060376211044011,2
060376211044012,2
060376211044013,50
060376211044014,10
060376211044015,16
060376211044016,1
060376211045000,4
060376211045002,2
060376211045003,3
060376211045008,20
060376211045010,22
060376211045011,3
060376211045012,6
060376211045013,1
060376212011001,26
060376212011002,8
060376212011003,87
060376212011004,3
060376212011005,3
060376212011006,853
060376212011007,9
060376212011008,14
060376212011009,4
060376212011010,36
060376212012000,4
060376212012001,5
060376212012002,4
060376212012003,3
060376212012005,88
060376212012006,1
060376212012007,9
060376212012008,1
060376212012009,18
060376212012010,77
060376212012012,3
060376212012013,26
060376212012015,7
060376212012016,233
060376212012017,2
060376212012018,4
060376212012019,6
060376212012022,2
060376212013000,44
060376212013001,1
060376212013002,13
060376212013003,8
060376212013004,4
060376212013005,30
060376212013006,33
060376212013007,4
060376212013008,11
060376212013009,7
060376212013010,3
060376212013011,30
060376212013012,2
060376212013013,2
060376212013014,43
060376212013015,69
060376212041000,631
060376212041002,20
060376212041003,2
060376212041004,814
060376212041005,273
060376212041006,3
060376212041007,89
060376212041008,28
060376212041012,173
060376212041013,16
060376212041015,60
060376212041016,242
060376212041017,44
060376212041018,210
060376212041019,39
060376212041020,81
060376212041021,19
060376212042000,18
060376212042001,29
060376212042002,411
060376212042003,34
060376212042004,253
060376212042006,59
060376212042007,29
060376213011000,15
060376213011001,6
060376213011002,16
060376213011003,6
060376213011004,57
060376213011005,67
060376213011006,2
060376213011007,7
060376213011008,12
060376213011010,5
060376213011012,33
060376213011015,10
060376213011016,3
060376213011017,9
060376213011018,34
060376213011019,26
060376213011020,5
060376213012000,1
060376213012001,14
060376213012002,10
060376213012003,11
060376213012004,82
060376213012005,13
060376213013000,2
060376213013002,1
060376213013004,23
060376213013006,41
060376213013007,34
060376213013008,4
060376213013009,6
060376213013010,13
060376213013011,5
060376213013012,3
060376213013013,43
060376213013014,3
060376213014000,3
060376213014001,14
060376213014002,18
060376213014003,15
060376213014004,163
060376213014005,10
060376213014007,21
060376213014008,50
060376213014009,58
060376213014010,27
060376213014011,96
060376213014012,127
060376213014014,26
060376213241000,10
060376213241001,281
060376213241002,2
060376213241003,151
060376213241005,7
060376213241006,10
060376213241007,4
060376213241008,2
060376213241010,46
060376213241011,4
060376213241012,15
060376213241013,26
060376213241014,6
060376213241015,43
060376213241016,9
060376213242000,12
060376213242001,50
060376213242002,19
060376213242003,21
060376213242004,49
060376213242005,40
060376213242006,241
060376213242007,26
060376213242008,67
060376213242009,6
060376213261003,20
060376213261004,108
060376213261005,187
060376213261006,37
060376213261007,182
060376213261008,119
060376213261009,132
060376213261011,142
060376213261012,148
060376213261013,16
060376213261014,11
060376213262000,161
060376213262002,20
060376213262003,142
060376213262004,19
060376213262005,11
060376213262007,38
060376213263000,29
060376213263001,9
060376213263002,19
060376213263003,46
060376213263004,50
060376213263006,9
060376213263007,14
060376213263008,102
060376213263009,310
060376214001001,7
060376214001002,9
060376214001004,5
060376214001006,5
060376214001007,57
060376214001008,23
060376214001009,98
060376214001011,30
060376214001012,227
060376214001013,80
060376214001015,6
060376214002000,5
060376214002001,91
060376214002005,52
060376214002006,83
060376214002007,5
060376214002008,13
060376214003000,12
060376214003001,1
060376214003002,21
060376214003004,16
060376214003006,2
060376214004000,18
060376214004001,100
060376214004003,2
060376214004004,16
060376214004005,2
060376214004006,2
060376500011001,67
060376500011004,1
060376500011005,29
060376500011006,1
060376500011007,2
060376500011010,23
060376500012000,17
060376500012005,50
060376500012010,7
060376500012011,9
060376500012012,35
060376500012017,45
060376500013000,126
060376500013003,3
060376500013005,32
060376500013008,5
060376500013009,2
060376500013010,1
060376500013011,67
060376500013015,1
060376500013017,5
060376500013018,3
060376500013019,10
060376500013020,8
060376500013021,5
060376500013023,2
060376500013025,20
060376500013027,4
060376500013028,3
060376500013032,4
060376500014000,1
060376500014006,1
060376500014008,40
060376500014011,2
060376500014013,25
060376500014014,10
060376500014015,4
060376500014017,3
060376500015001,8
060376500015003,4
060376500015005,1
060376500015009,1
060376500015010,4
060376500015016,7
060376500031000,2
060376500031001,2
060376500031002,6
060376500031003,3
060376500031005,4
060376500031006,63
060376500031007,14
060376500031010,3
060376500032000,4
060376500032001,1
060376500032004,15
060376500032005,1
060376500032009,17
060376500041005,14
060376500041006,2
060376500041007,3
060376500041008,6
060376500041009,17
060376500042002,5
060376500042003,3
060376500042004,1
060376500042005,2
060376500042006,1
060376500042007,47
060376500043000,3
060376500043001,14
060376500043002,10
060376500043003,6
060376500043004,6
060376500043005,2
060376500043006,1
060376500043008,56
060376500044000,1
060376500044001,2
060376500044002,1
060376500044003,6
060376500044004,2
060376500044005,2
060376500044007,1
060376500044010,59
060376500044011,9
060376501011000,15
060376501011001,2
060376501011003,71
060376501011006,49
060376501011009,20
060376501011011,3
060376501011014,148
060376501011015,2
060376501011018,2
060376501011019,9
060376501011021,91
060376501011022,201
060376501012000,44
060376501012001,138
060376501012002,5
060376501012003,6
060376501012006,6
060376501012009,9
060376501012010,1
060376501012013,671
060376501013000,3
060376501013001,8
060376501013003,5
060376501013004,1
060376501013005,1
060376501013008,105
060376501013010,6
060376501013014,11
060376501014000,69
060376501014002,49
060376501014004,4
060376501014006,6
